Name,Original Region,Variant,National Dex #,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Egg Group 1,Egg Group 2,Weight (kg),HP,Atk,Def,Sp. Atk,Sp. Def,Speed
Buneary,Sinnoh,,427,Normal,,Run Away,Klutz,Limber,Field,Human-Like,5.5,55,66,44,44,56,85
Lopunny,Sinnoh,,428,Normal,,Cute Charm,Klutz,Limber,Field,Human-Like,33.3,65,76,84,54,96,105
Mismagius,Sinnoh,,429,Ghost,,Levitate,,,Amorphous,,4.4,60,60,60,105,105,105
Honchkrow,Sinnoh,,430,Dark,Flying,Insomnia,Super Luck,Moxie,Flying,,27.3,100,125,52,105,52,71
Glameow,Sinnoh,,431,Normal,,Limber,Own Tempo,Keen Eye,Field,,3.9,49,55,42,42,37,85
Purugly,Sinnoh,,432,Normal,,Thick Fat,Own Tempo,Defiant,Field,,43.8,71,82,64,64,59,112
Chingling,Sinnoh,,433,Psychic,,Levitate,,,No Eggs Discovered,,0.6,45,30,50,65,50,45
Stunky,Sinnoh,,434,Poison,Dark,Stench,Aftermath,Keen Eye,Field,,19.2,63,63,47,41,41,74
Skuntank,Sinnoh,,435,Poison,Dark,Stench,Aftermath,Keen Eye,Field,,38,103,93,67,71,61,84
Bronzor,Sinnoh,,436,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Mineral,,60.5,57,24,86,24,86,23
Bronzong,Sinnoh,,437,Steel,Psychic,Levitate,Heatproof,Heavy Metal,Mineral,,187,67,89,116,79,116,33
Bonsly,Sinnoh,,438,Rock,,Sturdy,Rock Head,Rattled,No Eggs Discovered,,15,50,80,95,10,45,10
Mime Jr.,Sinnoh,,439,Psychic,Fairy,Soundproof,Filter,Technician,No Eggs Discovered,,13,20,25,45,70,90,60
Happiny,Sinnoh,,440,Normal,,Natural Cure,Serene Grace,Friend Guard,No Eggs Discovered,,24.4,100,5,5,15,65,30
Chatot,Sinnoh,,441,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,Flying,,1.9,76,65,45,92,42,91
Spiritomb,Sinnoh,,442,Ghost,Dark,Pressure,,Infiltrator,Amorphous,,108,50,92,108,92,108,35
Gible,Sinnoh,,443,Dragon,Ground,Sand Veil,,Rough Skin,Monster,Dragon,20.5,58,70,45,40,45,42
Gabite,Sinnoh,,444,Dragon,Ground,Sand Veil,,Rough Skin,Monster,Dragon,56,68,90,65,50,55,82
Garchomp,Sinnoh,,445,Dragon,Ground,Sand Veil,,Rough Skin,Monster,Dragon,95,108,130,95,80,85,102
Munchlax,Sinnoh,,446,Normal,,Pickup,Thick Fat,Gluttony,No Eggs Discovered,,105,135,85,40,40,85,5
Riolu,Sinnoh,,447,Fighting,,Steadfast,Inner Focus,Prankster,No Eggs Discovered,,20.2,40,70,40,35,40,60
Lucario,Sinnoh,,448,Fighting,Steel,Steadfast,Inner Focus,Justified,Field,Human-Like,54,70,110,70,115,70,90
Hippopotas,Sinnoh,,449,Ground,,Sand Stream,,Sand Force,Field,,49.5,68,72,78,38,42,32
Hippowdon,Sinnoh,,450,Ground,,Sand Stream,,Sand Force,Field,,300,108,112,118,68,72,47
Skorupi,Sinnoh,,451,Poison,Bug,Battle Armor,Sniper,Keen Eye,Bug,Water 3,12,40,50,90,30,55,65
Drapion,Sinnoh,,452,Poison,Dark,Battle Armor,Sniper,Keen Eye,Bug,Water 3,61.5,70,90,110,60,75,95
Croagunk,Sinnoh,,453,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Human-Like,,23,48,61,40,61,40,50
Toxicroak,Sinnoh,,454,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,Human-Like,,44.4,83,106,65,86,65,85
Carnivine,Sinnoh,,455,Grass,,Levitate,,,Grass,,27,74,100,72,90,72,46
Finneon,Sinnoh,,456,Water,,Swift Swim,Storm Drain,Water Veil,Water 2,,7,49,49,56,49,61,66
Lumineon,Sinnoh,,457,Water,,Swift Swim,Storm Drain,Water Veil,Water 2,,24,69,69,76,69,86,91
Mantyke,Sinnoh,,458,Water,Flying,Swift Swim,Water Absorb,Water Veil,No Eggs Discovered,,65,45,20,50,60,120,50
Snover,Sinnoh,,459,Grass,Ice,Snow Warning,,Soundproof,Monster,Grass,50.5,60,62,50,62,60,40
Abomasnow,Sinnoh,,460,Grass,Ice,Snow Warning,,Soundproof,Monster,Grass,135.5,90,92,75,92,85,60
Weavile,Sinnoh,,461,Dark,Ice,Pressure,,Pickpocket,Field,,34,70,120,65,45,85,125
Magnezone,Sinnoh,,462,Electric,Steel,Magnet Pull,Sturdy,Analytic,Mineral,,180,70,70,115,130,90,60
Lickilicky,Sinnoh,,463,Normal,,Own Tempo,Oblivious,Cloud Nine,Monster,,140,110,85,95,80,95,50
Rhyperior,Sinnoh,,464,Ground,Rock,Lightning Rod,Solid Rock,Reckless,Field,Monster,282.8,115,140,130,55,55,40
Tangrowth,Sinnoh,,465,Grass,,Chlorophyll,Leaf Guard,Regenerator,Grass,,128.6,100,100,125,110,50,50
Electivire,Sinnoh,,466,Electric,,Motor Drive,,Vital Spirit,Human-Like,,138.6,75,123,67,95,85,95
Magmortar,Sinnoh,,467,Fire,,Flame Body,,Vital Spirit,Human-Like,,68,75,95,67,125,95,83
Togekiss,Sinnoh,,468,Fairy,Flying,Hustle,Serene Grace,Super Luck,Flying,Fairy,38,85,50,95,120,115,80
Yanmega,Sinnoh,,469,Bug,Flying,Speed Boost,Tinted Lens,Frisk,Bug,,51.5,86,76,86,116,56,95
Leafeon,Sinnoh,,470,Grass,,Leaf Guard,,Chlorophyll,Field,,25.5,65,110,130,60,65,95
Glaceon,Sinnoh,,471,Ice,,Snow Cloak,,Ice Body,Field,,25.9,65,60,110,130,95,65
Gliscor,Sinnoh,,472,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,Bug,,42.5,75,95,125,45,75,95
Mamoswine,Sinnoh,,473,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,Field,,291,110,130,80,70,60,80
Porygon-Z,Sinnoh,,474,Normal,,Adaptability,Download,Analytic,Mineral,,34,85,80,70,135,75,90
Gallade,Sinnoh,,475,Psychic,Fighting,Steadfast,,Justified,Amorphous,Human-Like,52,68,125,65,65,115,80
Probopass,Sinnoh,,476,Rock,Steel,Sturdy,Magnet Pull,Sand Force,Mineral,,340,60,55,145,75,150,40
Dusknoir,Sinnoh,,477,Ghost,,Pressure,,Frisk,Amorphous,,106.6,45,100,135,65,135,45
Froslass,Sinnoh,,478,Ice,Ghost,Snow Cloak,,Cursed Body,Fairy,Mineral,26.6,70,80,70,80,70,110
Rotom,Sinnoh,,479,Electric,Ghost,Levitate,,,Amorphous,,0.3,50,50,77,95,77,91
Rotom,Sinnoh,Heat,479,Electric,Fire,Levitate,,,Amorphous,,0.3,50,65,107,105,107,86
Rotom,Sinnoh,Wash,479,Electric,Water,Levitate,,,Amorphous,,0.3,50,65,107,105,107,86
Rotom,Sinnoh,Frost,479,Electric,Ice,Levitate,,,Amorphous,,0.3,50,65,107,105,107,86
Rotom,Sinnoh,Fan,479,Electric,Flying,Levitate,,,Amorphous,,0.3,50,65,107,105,107,86
Rotom,Sinnoh,Mow,479,Electric,Grass,Levitate,,,Amorphous,,0.3,50,65,107,105,107,86
Uxie,Sinnoh,,480,Psychic,,Levitate,,,No Eggs Discovered,,0.3,75,75,130,75,130,95
Mesprit,Sinnoh,,481,Psychic,,Levitate,,,No Eggs Discovered,,0.3,80,105,105,105,105,80
Azelf,Sinnoh,,482,Psychic,,Levitate,,,No Eggs Discovered,,0.3,75,125,70,125,70,115
Dialga,Sinnoh,,483,Steel,Dragon,Pressure,,Telepathy,No Eggs Discovered,,683,100,120,120,150,100,90
Dialga,Sinnoh,Origin,483,Steel,Dragon,Pressure,,Telepathy,No Eggs Discovered,,850,100,100,120,150,120,90
Palkia,Sinnoh,,484,Water,Dragon,Pressure,,Telepathy,No Eggs Discovered,,336,90,120,100,150,120,100
Palkia,Sinnoh,Origin,484,Water,Dragon,Pressure,,Telepathy,No Eggs Discovered,,660,90,100,100,150,120,120
Heatran,Sinnoh,,485,Fire,Steel,Flash Fire,,Flame Body,No Eggs Discovered,,430,91,90,106,130,106,77
Regigigas,Sinnoh,,486,Normal,,Slow Start,,,No Eggs Discovered,,420,110,160,110,80,110,100
Giratina,Sinnoh,,487,Ghost,Dragon,Pressure,,Telepathy,No Eggs Discovered,,750,150,100,120,100,120,90
Giratina,Sinnoh,Origin,487,Ghost,Dragon,Levitate,,,No Eggs Discovered,,650,150,120,100,120,100,90
Cresselia,Sinnoh,,488,Psychic,,Levitate,,,No Eggs Discovered,,85.6,120,70,120,75,130,85
Phione,Sinnoh,,489,Water,,Hydration,,,Water 1,Fairy,3.1,80,80,80,80,80,80
Manaphy,Sinnoh,,490,Water,,Hydration,,,Water 1,Fairy,1.4,100,100,100,100,100,100
Darkrai,Sinnoh,,491,Dark,,Bad Dreams,,,No Eggs Discovered,,50.5,70,90,90,135,90,125
Shaymin,Sinnoh,,492,Grass,,Natural Cure,,,No Eggs Discovered,,2.1,100,100,100,100,100,100
Shaymin,Sinnoh,Sky,492,Grass,Flying,Serene Grace,,,No Eggs Discovered,,5.2,100,103,75,120,75,127
Arceus,Sinnoh,,493,Normal,,Multitype,,,No Eggs Discovered,,320,120,120,120,120,120,120
Victini,Unova,,494,Psychic,Fire,Victory Star,,,No Eggs Discovered,,4,100,100,100,100,100,100
Snivy,Unova,,495,Grass,,Overgrow,,Contrary,Field,Grass,8.1,45,45,55,45,55,63
Servine,Unova,,496,Grass,,Overgrow,,Contrary,Field,Grass,16,60,60,75,60,75,83
Serperior,Unova,,497,Grass,,Overgrow,,Contrary,Field,Grass,63,75,75,95,75,95,113
Tepig,Unova,,498,Fire,,Blaze,,Thick Fat,Field,,9.9,65,63,45,45,45,45
Pignite,Unova,,499,Fire,Fighting,Blaze,,Thick Fat,Field,,55.5,90,93,55,70,55,55
Emboar,Unova,,500,Fire,Fighting,Blaze,,Reckless,Field,,150,110,123,65,100,65,65
Oshawott,Unova,,501,Water,,Torrent,,Shell Armor,Field,,5.9,55,55,45,63,45,45
Dewott,Unova,,502,Water,,Torrent,,Shell Armor,Field,,24.5,75,75,60,83,60,60
Samurott,Unova,,503,Water,,Torrent,,Shell Armor,Field,,94.6,95,100,85,108,70,70
Samurott,Hisui,,503,Water,Dark,Torrent,,Sharpness,Field,,58.2,90,108,80,100,65,85
Patrat,Unova,,504,Normal,,Run Away,Keen Eye,Analytic,Field,,11.6,45,55,39,35,39,42
Watchog,Unova,,505,Normal,,Illuminate,Keen Eye,Analytic,Field,,27,60,85,69,60,69,77
Lillipup,Unova,,506,Normal,,Vital Spirit,Pickup,Run Away,Field,,4.1,45,60,45,25,45,55
Herdier,Unova,,507,Normal,,Intimidate,Sand Rush,Scrappy,Field,,14.7,65,80,65,35,65,60
Stoutland,Unova,,508,Normal,,Intimidate,Sand Rush,Scrappy,Field,,61,85,110,90,45,90,80
Purrloin,Unova,,509,Dark,,Limber,Unburden,Prankster,Field,,10.1,41,50,37,50,37,66
Liepard,Unova,,510,Dark,,Limber,Unburden,Prankster,Field,,37.5,64,88,50,88,50,106
Pansage,Unova,,511,Grass,,Gluttony,,Overgrow,Field,,10.5,50,53,48,53,48,64
Simisage,Unova,,512,Grass,,Gluttony,,Overgrow,Field,,30.5,75,98,63,98,63,101
Pansear,Unova,,513,Fire,,Gluttony,,Blaze,Field,,11,50,53,48,53,48,64
Simisear,Unova,,514,Fire,,Gluttony,,Blaze,Field,,28,75,98,63,98,63,101
Panpour,Unova,,515,Water,,Gluttony,,Torrent,Field,,13.5,50,53,48,53,48,64
Simipour,Unova,,516,Water,,Gluttony,,Torrent,Field,,29,75,98,63,98,63,101
Munna,Unova,,517,Psychic,,Forewarn,Synchronize,Telepathy,Field,,23.3,76,25,45,67,55,24
Musharna,Unova,,518,Psychic,,Forewarn,Synchronize,Telepathy,Field,,60.5,116,55,85,107,95,29
Pidove,Unova,,519,Normal,Flying,Big Pecks,Super Luck,Rivalry,Flying,,2.1,50,55,50,36,30,43
Tranquil,Unova,,520,Normal,Flying,Big Pecks,Super Luck,Rivalry,Flying,,15,62,77,62,50,42,65
Unfezant,Unova,,521,Normal,Flying,Big Pecks,Super Luck,Rivalry,Flying,,29,80,115,80,65,55,93
Blitzle,Unova,,522,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Field,,29.8,45,60,32,50,32,76
Zebstrika,Unova,,523,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Field,,79.5,75,100,63,80,63,116
Roggenrola,Unova,,524,Rock,,Sturdy,Weak Armor,Sand Force,Mineral,,18,55,75,85,25,25,15
Boldore,Unova,,525,Rock,,Sturdy,Weak Armor,Sand Force,Mineral,,102,70,105,105,50,40,20
Gigalith,Unova,,526,Rock,,Sturdy,Sand Stream,Sand Force,Mineral,,260,85,135,130,60,80,25
Woobat,Unova,,527,Psychic,Flying,Unaware,Klutz,Simple,Field,Flying,2.1,55,45,43,55,43,72
Swoobat,Unova,,528,Psychic,Flying,Unaware,Klutz,Simple,Field,Flying,10.5,67,57,55,77,55,114
Drillbur,Unova,,529,Ground,,Sand Rush,Sand Force,Mold Breaker,Field,,8.5,60,85,40,30,45,68
Excadrill,Unova,,530,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Field,,40.4,110,135,60,50,65,88
Audino,Unova,,531,Normal,,Healer,Regenerator,Klutz,Fairy,,31,103,60,86,60,86,50
Timburr,Unova,,532,Fighting,,Guts,Sheer Force,Iron Fist,Human-Like,,12.5,75,80,55,25,35,35
Gurdurr,Unova,,533,Fighting,,Guts,Sheer Force,Iron Fist,Human-Like,,40,85,105,85,40,50,40
Conkeldurr,Unova,,534,Fighting,,Guts,Sheer Force,Iron Fist,Human-Like,,87,105,140,95,55,65,45
Tympole,Unova,,535,Water,,Swift Swim,Hydration,Water Absorb,Water 1,,4.5,50,50,40,50,40,64
Palpitoad,Unova,,536,Water,Ground,Swift Swim,Hydration,Water Absorb,Water 1,,17,75,65,55,65,55,69
Seismitoad,Unova,,537,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Water 1,,62,105,95,75,85,75,74
Throh,Unova,,538,Fighting,,Guts,Inner Focus,Mold Breaker,Human-Like,,55.5,120,100,85,30,85,45
Sawk,Unova,,539,Fighting,,Sturdy,Inner Focus,Mold Breaker,Human-Like,,51,75,125,75,30,75,85
Sewaddle,Unova,,540,Bug,Grass,Swarm,Chlorophyll,Overcoat,Bug,,2.5,45,53,70,40,60,42
Swadloon,Unova,,541,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Bug,,7.3,55,63,90,50,80,42
Leavanny,Unova,,542,Bug,Grass,Swarm,Chlorophyll,Overcoat,Bug,,20.5,75,103,80,70,80,92
Venipede,Unova,,543,Bug,Poison,Poison Point,Swarm,Speed Boost,Bug,,5.3,30,45,59,30,39,57
Whirlipede,Unova,,544,Bug,Poison,Poison Point,Swarm,Speed Boost,Bug,,58.5,40,55,99,40,79,47
Scolipede,Unova,,545,Bug,Poison,Poison Point,Swarm,Speed Boost,Bug,,200.5,60,100,89,55,69,112
Cottonee,Unova,,546,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Grass,Fairy,0.6,40,27,60,37,50,66
Whimsicott,Unova,,547,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Grass,Fairy,6.6,60,67,85,77,75,116
Petilil,Unova,,548,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Grass,,6.6,45,35,50,70,50,30
Lilligant,Unova,,549,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Grass,,16.3,70,60,75,110,75,90
Lilligant,Hisui,,549,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,Grass,,19.2,70,105,75,50,75,105
Basculin,Unova,,550,Water,,Reckless,Adaptability,Mold Breaker,Water 2,,18,70,92,65,80,55,98
Basculin,Unova,Blue Striped,550,Water,,Rock Head,Adaptability,Mold Breaker,Water 2,,18,70,92,65,80,55,98
Basculin,Hisui,White Striped,550,Water,,Rattled,Adaptability,Mold Breaker,Water 2,,18,70,92,65,80,55,98
Sandile,Unova,,551,Ground,Dark,Intimidate,Moxie,Anger Point,Field,,15.2,50,72,35,35,35,65
Krokorok,Unova,,552,Ground,Dark,Intimidate,Moxie,Anger Point,Field,,33.4,60,82,45,45,45,74
Krookodile,Unova,,553,Ground,Dark,Intimidate,Moxie,Anger Point,Field,,96.3,95,117,80,65,70,92
Darumaka,Unova,,554,Fire,,Hustle,,Inner Focus,Field,,37.5,70,90,45,15,45,50
Darumaka,Galar,,554,Ice,,Hustle,,Inner Focus,Field,,40,70,90,45,15,45,50
Darmanitan,Unova,,555,Fire,,Sheer Force,,Zen Mode,Field,,92.9,105,140,55,30,55,95
Darmanitan,Galar,,555,Ice,,Gorilla Tactics,,Zen Mode,Field,,120,105,140,55,30,55,95
Maractus,Unova,,556,Grass,,Water Absorb,Chlorophyll,Storm Drain,Grass,,28,75,86,67,106,67,60
Dwebble,Unova,,557,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Bug,Mineral,14.5,50,65,85,35,35,55
Crustle,Unova,,558,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Bug,Mineral,200,70,105,125,65,75,45
Scraggy,Unova,,559,Dark,Fighting,Shed Skin,Moxie,Intimidate,Field,Dragon,11.8,50,75,70,35,70,48
Scrafty,Unova,,560,Dark,Fighting,Shed Skin,Moxie,Intimidate,Field,Dragon,30,65,90,115,45,115,58
Sigilyph,Unova,,561,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Flying,,14,72,58,80,103,80,97
Yamask,Unova,,562,Ghost,,Mummy,,,Mineral,Amorphous,1.5,38,30,85,55,65,30
Yamask,Galar,,562,Ground,Ghost,Wandering Spirit,,,Mineral,Amorphous,1.5,38,55,85,30,65,30
Cofagrigus,Unova,,563,Ghost,,Mummy,,,Amorphous,Mineral,76.5,58,50,145,95,105,30
Tirtouga,Unova,,564,Water,Rock,Solid Rock,Sturdy,Swift Swim,Water 1,Water 3,16.5,54,78,103,53,45,22
Carracosta,Unova,,565,Water,Rock,Solid Rock,Sturdy,Swift Swim,Water 1,Water 3,81,74,108,133,83,65,32
Archen,Unova,,566,Rock,Flying,Defeatist,,,Flying,Water 3,9.5,55,112,45,74,45,70
Archeops,Unova,,567,Rock,Flying,Defeatist,,,Flying,Water 3,32,75,140,65,112,65,110
Trubbish,Unova,,568,Poison,,Stench,Sticky Hold,Aftermath,Mineral,,31,50,50,62,40,62,65
Garbodor,Unova,,569,Poison,,Stench,Weak Armor,Aftermath,Mineral,,107.3,80,95,82,60,82,75
Zorua,Unova,,570,Dark,,Illusion,,,Field,,12.5,40,65,40,80,40,65
Zorua,Hisui,,570,Normal,Ghost,Illusion,,,Field,,12.5,35,60,40,85,40,70
Zoroark,Unova,,571,Dark,,Illusion,,,Field,,81.1,60,105,60,120,60,105
Zoroark,Hisui,,571,Normal,Ghost,Illusion,,,Field,,73,55,100,60,125,60,110
Minccino,Unova,,572,Normal,,Cute Charm,Technician,Skill Link,Field,,5.8,55,50,40,40,40,75
Cinccino,Unova,,573,Normal,,Cute Charm,Technician,Skill Link,Field,,7.5,75,95,60,65,60,115
Gothita,Unova,,574,Psychic,,Frisk,Competitive,Shadow Tag,Human-Like,,5.8,45,30,50,55,65,45
Gothorita,Unova,,575,Psychic,,Frisk,Competitive,Shadow Tag,Human-Like,,18,60,45,70,75,85,55
Gothitelle,Unova,,576,Psychic,,Frisk,Competitive,Shadow Tag,Human-Like,,44,70,55,95,95,110,65
Solosis,Unova,,577,Psychic,,Overcoat,Magic Guard,Regenerator,Amorphous,,1,45,30,40,105,50,20
Duosion,Unova,,578,Psychic,,Overcoat,Magic Guard,Regenerator,Amorphous,,8,65,40,40,125,60,30
Reuniclus,Unova,,579,Psychic,,Overcoat,Magic Guard,Regenerator,Amorphous,,20.1,110,65,75,125,85,30
Ducklett,Unova,,580,Water,Flying,Keen Eye,Big Pecks,Hydration,Water 1,Flying,5.5,62,44,50,44,50,55
Swanna,Unova,,581,Water,Flying,Keen Eye,Big Pecks,Hydration,Water 1,Flying,24.2,75,87,63,87,63,98
Vanillite,Unova,,582,Ice,,Ice Body,Snow Cloak,Weak Armor,Mineral,,5.7,36,50,50,65,60,44
Vanillish,Unova,,583,Ice,,Ice Body,Snow Cloak,Weak Armor,Mineral,,41,51,65,65,80,75,59
Vanilluxe,Unova,,584,Ice,,Ice Body,Snow Warning,Weak Armor,Mineral,,57.5,71,95,85,110,95,79
Deerling,Unova,,585,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Field,,19.5,60,60,50,40,50,75
Sawsbuck,Unova,,586,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Field,,92.5,80,100,70,60,70,95
Emolga,Unova,,587,Electric,Flying,Static,,Motor Drive,Field,,5,55,75,60,75,60,103
Karrablast,Unova,,588,Bug,,Swarm,Shed Skin,No Guard,Bug,,5.9,50,75,45,40,45,60
Escavalier,Unova,,589,Bug,Steel,Swarm,Shell Armor,Overcoat,Bug,,33,70,135,105,60,105,20
Foongus,Unova,,590,Grass,Poison,Effect Spore,,Regenerator,Grass,,1,69,55,45,55,55,15
Amoonguss,Unova,,591,Grass,Poison,Effect Spore,,Regenerator,Grass,,10.5,114,85,70,85,80,30
Frillish,Unova,,592,Water,Ghost,Water Absorb,Cursed Body,Damp,Amorphous,,33,55,40,50,65,85,40
Jellicent,Unova,,593,Water,Ghost,Water Absorb,Cursed Body,Damp,Amorphous,,135,100,60,70,85,105,60
Alomomola,Unova,,594,Water,,Healer,Hydration,Regenerator,Water 1,Water 2,31.6,165,75,80,40,45,65
Joltik,Unova,,595,Bug,Electric,Compound Eyes,Unnerve,Swarm,Bug,,0.6,50,47,50,57,50,65
Galvantula,Unova,,596,Bug,Electric,Compound Eyes,Unnerve,Swarm,Bug,,14.3,70,77,60,97,60,108
Ferroseed,Unova,,597,Grass,Steel,Iron Barbs,,,Grass,Mineral,18.8,44,50,91,24,86,10
Ferrothorn,Unova,,598,Grass,Steel,Iron Barbs,,Anticipation,Grass,Mineral,110,74,94,131,54,116,20
Klink,Unova,,599,Steel,,Plus,Minus,Clear Body,Mineral,,21,40,55,70,45,60,30
Klang,Unova,,600,Steel,,Plus,Minus,Clear Body,Mineral,,51,60,80,95,70,85,50
Klinklang,Unova,,601,Steel,,Plus,Minus,Clear Body,Mineral,,81,60,100,115,70,85,90
Tynamo,Unova,,602,Electric,,Levitate,,,Amorphous,,0.3,35,55,40,45,40,60
Eelektrik,Unova,,603,Electric,,Levitate,,,Amorphous,,22,65,85,70,75,70,40
Eelektross,Unova,,604,Electric,,Levitate,,,Amorphous,,80.5,85,115,80,105,80,50
Elgyem,Unova,,605,Psychic,,Telepathy,Synchronize,Analytic,Human-Like,,9,55,55,55,85,55,30
Beheeyem,Unova,,606,Psychic,,Telepathy,Synchronize,Analytic,Human-Like,,34.5,75,75,75,125,95,40
Litwick,Unova,,607,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Amorphous,,3.1,50,30,55,65,55,20
Lampent,Unova,,608,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Amorphous,,13,60,40,60,95,60,55
Chandelure,Unova,,609,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Amorphous,,34.3,60,55,90,145,90,80
Axew,Unova,,610,Dragon,,Rivalry,Mold Breaker,Unnerve,Monster,Dragon,18,46,87,60,30,40,57
Fraxure,Unova,,611,Dragon,,Rivalry,Mold Breaker,Unnerve,Monster,Dragon,36,66,117,70,40,50,67
Haxorus,Unova,,612,Dragon,,Rivalry,Mold Breaker,Unnerve,Monster,Dragon,105.5,76,147,90,60,70,97
Cubchoo,Unova,,613,Ice,,Snow Cloak,Slush Rush,Rattled,Field,,8.5,55,70,40,60,40,40
Beartic,Unova,,614,Ice,,Snow Cloak,Slush Rush,Swift Swim,Field,,260,95,130,80,70,80,50
Cryogonal,Unova,,615,Ice,,Levitate,,,Mineral,,148,80,50,50,95,135,105
Shelmet,Unova,,616,Bug,,Hydration,Shell Armor,Overcoat,Bug,,7.7,50,40,85,40,65,25
Accelgor,Unova,,617,Bug,,Hydration,Sticky Hold,Unburden,Bug,,25.3,80,70,40,100,60,145
Stunfisk,Unova,,618,Ground,Electric,Static,Limber,Sand Veil,Amorphous,Water 1,11,109,66,84,81,99,32
Stunfisk,Galar,,618,Ground,Steel,Mimicry,,,Amorphous,Water 1,20.5,109,81,99,66,84,32
Mienfoo,Unova,,619,Fighting,,Inner Focus,Regenerator,Reckless,Field,Human-Like,20,45,85,50,55,50,65
Mienshao,Unova,,620,Fighting,,Inner Focus,Regenerator,Reckless,Field,Human-Like,35.5,65,125,60,95,60,105
Druddigon,Unova,,621,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Dragon,Monster,139,77,120,90,60,90,48
Golett,Unova,,622,Ground,Ghost,Iron Fist,Klutz,No Guard,Mineral,,92,59,74,50,35,50,35
Golurk,Unova,,623,Ground,Ghost,Iron Fist,Klutz,No Guard,Mineral,,330,89,124,80,55,80,55
Pawniard,Unova,,624,Dark,Steel,Defiant,Inner Focus,Pressure,Human-Like,,10.2,45,85,70,40,40,60
Bisharp,Unova,,625,Dark,Steel,Defiant,Inner Focus,Pressure,Human-Like,,70,65,125,100,60,70,70
Bouffalant,Unova,,626,Normal,,Reckless,Sap Sipper,Soundproof,Field,,94.6,95,110,95,40,95,55
Rufflet,Unova,,627,Normal,Flying,Keen Eye,Sheer Force,Hustle,Flying,,10.5,70,83,50,37,50,60
Braviary,Unova,,628,Normal,Flying,Keen Eye,Sheer Force,Defiant,Flying,,41,100,123,75,57,75,80
Braviary,Hisui,,628,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Flying,,43.4,110,83,70,112,70,65
Vullaby,Unova,,629,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Flying,,9,70,55,75,45,65,60
Mandibuzz,Unova,,630,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Flying,,39.5,110,65,105,55,95,80
Heatmor,Unova,,631,Fire,,Gluttony,Flash Fire,White Smoke,Field,,58,85,97,66,105,66,65
Durant,Unova,,632,Bug,Steel,Swarm,Hustle,Truant,Bug,,33,58,109,112,48,48,109
Deino,Unova,,633,Dark,Dragon,Hustle,,,Dragon,,17.3,62,65,50,45,50,38
Zweilous,Unova,,634,Dark,Dragon,Hustle,,,Dragon,,50,72,85,70,65,70,58
Hydreigon,Unova,,635,Dark,Dragon,Levitate,,,Dragon,,160,92,105,90,125,90,98
Larvesta,Unova,,636,Bug,Fire,Flame Body,,Swarm,Bug,,28.8,55,85,55,50,55,60
Volcarona,Unova,,637,Bug,Fire,Flame Body,,Swarm,Bug,,46,85,60,65,135,105,100
Cobalion,Unova,,638,Steel,Fighting,Justified,,,No Eggs Discovered,,250,91,90,129,90,72,108
Terrakion,Unova,,639,Rock,Fighting,Justified,,,No Eggs Discovered,,260,91,129,90,72,90,108
Virizion,Unova,,640,Grass,Fighting,Justified,,,No Eggs Discovered,,200,91,90,72,90,129,108
Tornadus,Unova,,641,Flying,,Prankster,,Defiant,No Eggs Discovered,,63,79,115,70,125,80,111
Tornadus,Unova,Therian,641,Flying,,Regenerator,,,No Eggs Discovered,,63,79,100,80,110,90,121
Thundurus,Unova,,642,Electric,Flying,Prankster,,Defiant,No Eggs Discovered,,61,79,115,70,125,80,111
Thundurus,Unova,Therian,642,Electric,Flying,Volt Absorb,,,No Eggs Discovered,,61,79,105,70,145,80,101
Reshiram,Unova,,643,Dragon,Fire,Turboblaze,,,No Eggs Discovered,,330,100,120,100,150,120,90
Zekrom,Unova,,644,Dragon,Electric,Teravolt,,,No Eggs Discovered,,345,100,150,120,120,100,90
